Num,Ticker,Name,Data FX,FY 2002,FY 2003,FY 2004,FY 2005,FY 2006,FY 2007,FY 2008,FY 2009,FY 2010,FY 2011,FY 2012,FY 2013,FY 2014,FY 2015,FY 2016,FY 2017,FY 2018,FY 2019,FY 2020,FY 2021,FY 2022,FY 2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,ACL AU Equity,AUSTRALIAN CLINICAL LABS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,81.914,232.557,172.671,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,SSM AU Equity,SERVICE STREAM LTD,AUD,7.0859,13.2811,12.655,19.4171,28.685,139.311,197.409,203.08,235.918,254.133,270.667,157.734,179.635,189.322,185.351,206.32,206.894,307.764,321.796,323.332,468.096,465.358,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,IFM AU Equity,INFOMEDIA LTD,AUD,29.691,43.15,51.521,46.469,41.811,32.902,32.535,35.504,33.741,35.665,36.245,38.168,41.989,43.829,44.158,49.856,54.228,64.065,154.302,153.153,146.559,138.454,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PFP AU Equity,PROPEL FUNERAL PARTNERS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,42.6863,46.822,179.847,182.476,181.941,186.912,248.763,253.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,MTAL US Equity,METALS ACQUISITION LTD-A,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,341.2302,358.5799,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,CBO AU Equity,COBRAM ESTATE OLIVES LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,179.765,146.09,190.685,287.029,287.789,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,RPL AU Equity,REGAL PARTNERS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,70.3,115.813,132.638,134.56,435.937,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,MVF AU Equity,MONASH IVF GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,-46.919,124.82,144.025,154.875,163.516,166.858,173.434,252.122,268.442,269.893,275.074,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,HPI AU Equity,HOTEL PROPERTY INVESTMENTS,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,34.479,362.716,388.089,260.956,301.958,333.412,387.2,406.728,426.907,471.996,575.013,809.973,780.176,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,ASG AU Equity,AUTOSPORTS GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,20.143,491.674,500.682,489.767,381.281,422.105,449.493,478.405,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,CXL AU Equity,CALIX LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,14.3496,12.8542,14.8481,16.8061,26.2304,38.148,44.797,104.959,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PDI AU Equity,PREDICTIVE DISCOVERY LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0038,0.2642,1.6816,8.8727,11.131,16.2006,16.4987,11.082,4.5006,5.0754,4.7778,3.8813,12.8545,36.2914,74.0797,128.8432,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,AQZ AU Equity,ALLIANCE AVIATION SERVICES L,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,56.0359,61.7111,51.843,103.065,143.373,145.39,105.949,126.985,144.362,157.862,168.873,282.064,318.136,313.455,349.767,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,MRM AU Equity,MMA OFFSHORE LTD,AUD,39.591,36.015,40.3142,50.934,60.5,82.573,147.307,168.239,197.053,269.726,321.779,403.026,736.842,779.117,634.166,256.489,328.295,303.245,227.121,289.597,340.749,485.845,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,GRR AU Equity,GRANGE RESOURCES LTD,AUD,15.493,11.1058,17.1382,19.1497,33.885,45.7254,30.197,265.585,477.166,757.299,746.269,668.475,535.201,245.537,332.653,387.579,477.83,532.053,712.091,871.219,904.126,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,MEI AU Equity,METEORIC RESOURCES NL,AUD,#N/A,#N/A,#N/A,3.0411,2.3915,2.2709,1.1168,0.9763,2.3364,1.5859,1.1361,0.5384,0.615,0.3324,0.2783,0.9271,3.13,2.3791,6.5363,4.6564,1.6953,15.8798,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PAC AU Equity,PACIFIC CURRENT GROUP LTD,AUD,8.436,12.814,22.3825,34.4051,46.7713,54.4536,57.2822,50.096,56.1273,59.1853,57.9164,61.0774,63.7747,236.8077,239.4531,207.2551,336.424,383.527,402.559,402.81,526.726,510.23,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,SHV AU Equity,SELECT HARVESTS LTD,AUD,49.337,60.006,79.268,88.095,101.481,95.504,94.071,100.876,113.621,168.815,160.33,159.505,175.406,287.387,290.901,277.619,378.64,416.003,405.01,526.956,520.284,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,GWA AU Equity,GWA GROUP LTD,AUD,387.849,413.787,428.178,409.546,411.968,408.802,389.12,426.164,431.089,439.995,426.984,426.742,425.989,305.894,307.698,320.603,333.401,286.756,279.731,296.611,303.826,305.54,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,KGN AU Equity,KOGAN.COM LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,42.7,7.0707,42.6717,47.8813,50.98,164.025,180.729,172.636,167.718,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,NXL AU Equity,NUIX LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,70.0004,73.5865,169.3962,195.4778,281.075,269.067,270.842,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,SYR AU Equity,SYRAH RESOURCES LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,1.8,4.6121,2.9885,2.439,1.988,18.5082,37.1073,64.5422,56.405,430.5792,502.6062,632.1312,500.9411,432.5344,401.9706,642.5825,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,TYR AU Equity,TYRO PAYMENTS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,119.343,106.717,93.069,189.719,180.664,159.6,177.684,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,AEF AU Equity,AUSTRALIAN ETHICAL INVT LTD,AUD,2.832,4.3392,4.5417,5.0469,6.2738,7.6841,8.3815,8.4532,8.0557,7.6288,6.7077,7.2966,9.483,11.152,13.243,13.913,15.309,17.014,20.817,24.18,24.665,26.754,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,29M AU Equity,29METALS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,717.423,769.536,715.692,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,OBL AU Equity,OMNI BRIDGEWAY LTD,AUD,11.741,20.43,21.9501,36.7309,40.1205,46.8051,67.2303,64.7761,72.5357,87.1935,111.7179,125.5044,191.1313,185.9,201.388,206.253,367.836,515.497,767.201,762.347,739.499,784.286,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,EML AU Equity,EML PAYMENTS LTD,AUD,#N/A,#N/A,2.6016,2.7674,5.2448,5.9149,5.2289,3.2002,4.0427,4.0286,14.9625,13.6535,16.7064,52.5836,119.2064,120.581,129.773,144.231,440.242,414.895,437.117,174.553,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,MYR AU Equity,MYER HOLDINGS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,380.122,857.44,861.33,877.68,905.642,893.413,863.016,1107.765,1072.868,583.989,602.056,172.6,226.9,267.4,240.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,RDY AU Equity,READYTECH HOLDINGS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.572,2.294,12.107,29.21,33.067,75.098,98.173,128.252,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,BLX AU Equity,BEACON LIGHTING GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,35.2314,42.513,38.204,49.406,57.423,64.118,76.329,83.18,86.968,112.196,134.135,149.096,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,SWM AU Equity,SEVEN WEST MEDIA LTD,AUD,130.943,174.046,190.389,158.171,144.306,85.611,92.38,67.803,130.551,2511.479,2619.393,2863.878,2897.16,1194.992,1252.541,418.909,533.043,-87.089,-242.029,84.335,263.691,378.83,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PWR AU Equity,PETER WARREN AUTOMOTIVE HOLD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,135.1994,121.068,129.976,419.457,478.955,514.241,514.241,514.241,514.241,514.241,514.241,514.241,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,HTA AU Equity,HUTCHISON TELECOMM (AUST),AUD,955.73,470.754,-418.67,-1071.847,-1831.399,1069.77,908.473,1375.478,1453.069,1273.369,884.355,655.125,372.689,188.996,125.956,88.192,90.279,-65.085,760.422,739.577,339.438,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,SGLLV AU Equity,RICEGROWERS LIMITED,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,265.554,292.924,314.297,324.02,363.856,390.228,404.875,434.133,462.904,481.359,460.964,505.349,556.646,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,ARU AU Equity,ARAFURA RARE EARTHS LTD,AUD,#N/A,0.607,3.3296,3.8053,9.9674,13.2907,26.526,34.8547,60.3484,142.2481,142.8301,141.0611,134.5139,130.3852,98.4942,101.5648,99.4506,104.6129,128.4632,122.021,132.3681,214.9017,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,TLG AU Equity,TALGA GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.0737,5.5438,3.0424,1.3216,5.7669,6.6097,13.5701,18.1842,13.8022,9.4905,7.2424,55.0971,26.6476,56.9844,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,CVL SP Equity,CIVMEC LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,16.1861,68.9115,95.2124,122.7756,146.1289,159.9493,165.3034,170.822,174.128,263.073,291.868,371.114,420.609,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,BMN AU Equity,BANNERMAN ENERGY LTD,AUD,#N/A,#N/A,#N/A,2.2546,6.7965,35.7885,36.3966,81.7514,74.414,69.463,64.453,56.685,51.086,53.117,50.61,57.847,62.776,62.965,51.728,66.359,117.89,110.704,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,OFX AU Equity,OFX GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,14.944,21.129,25.915,30.763,36.003,47.631,53.229,57.473,62.994,69.649,75.987,81.229,103.893,144.11,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,IMM AU Equity,IMMUTEP LTD,AUD,5.46,3.094,5.1262,8.3431,6.3166,4.0801,2.6334,1.8125,15.8399,55.0991,37.1579,29.2484,22.5923,24.6897,35.3175,26.5323,33.5219,24.3877,33.2993,73.2716,94.0774,136.4694,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,JMS AU Equity,JUPITER MINES LTD,AUD,#N/A,#N/A,#N/A,5.14,5.5412,16.7376,22.5332,20.5489,27.6748,431.9989,410.0024,479.4119,275.144,475.4238,466.1577,409.4934,426.0164,459.3156,435.3206,471.9049,471.9049,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,RMC AU Equity,RESIMAC GROUP LTD,AUD,54.279,31.139,36.7837,36.125,27.193,75.471,60.015,65.09,69.223,38.467,41.922,42.758,41.537,43.391,82.336,141.208,162.725,196.124,241.686,321.139,378.068,415.383,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,RNU AU Equity,RENASCOR RESOURCES LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.0273,-0.1946,9.3561,9.134,8.7098,8.2374,4.4122,6.4695,8.1184,15.0549,17.3688,18.163,35.1818,96.2753,166.2003,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,CWP AU Equity,CEDAR WOODS PROPERTIES LTD,AUD,29.007,36.826,47.832,49.09,68.448,71.643,83.946,93.278,108.79,129.549,184.626,207.744,261.601,285.605,307.188,330.234,353.186,376.53,376.801,400.361,421.223,431.102,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,LYL AU Equity,LYCOPODIUM LTD,AUD,#N/A,8.538,13.68,22.604,25.2595,28.3069,33.8497,39.7273,44.7194,49.6871,59.8796,69.4298,62.8794,63.2329,64.331,69.2233,79.3504,79.4179,77.8426,87.6738,99.6754,112.9649,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,ALK AU Equity,ALKANE RESOURCES LTD,AUD,15.837,17.925,16.5661,19.6649,21.0716,38.7003,35.8713,43.6989,45.568,62.703,236.358,173.476,174.22,170.45,190.31,164.927,190.396,213.876,267.386,191.565,268.874,299.997,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,SPR AU Equity,SPARTAN RESOURCES LTD/AUSTRA,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7.9647,11.5584,17.7812,22.6421,21.5298,21.8639,37.684,96.1159,116.5226,55.753,57.369,107.89,85.456,94.336,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,HLO AU Equity,HELLOWORLD TRAVEL LTD,AUD,9.264,9.71,13.699,17.345,22.162,28.736,19.999,195.383,226.851,436.558,422.4,441.883,376.988,177.476,238.398,279.904,291.331,312.138,216.679,230.49,305.265,303.025,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,BLY AU Equity,BOART LONGYEAR GROUP LTD-CDI,AUD,#N/A,#N/A,#N/A,#N/A,-991.1886,250.5304,216.1884,1044.8173,1036.0366,1106.2311,1093.5346,480.1109,85.9976,-247.1866,-467.65,-331.5374,-447.051,-544.0703,-610.0806,371.6944,411.99,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,AGI AU Equity,AINSWORTH GAME TECHNOLOGY LT,AUD,39.961,25.141,40.243,39.242,63.923,14.922,24.527,17.075,15.133,38.692,161.524,204.418,235.302,280.487,315.887,344.636,378.799,393.545,354.555,287.933,311.328,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,AFG AU Equity,AUSTRALIAN FINANCE GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,79.091,85.47,72.23,88.52,107.295,93.324,104.822,178.213,202.981,205.435,199.772,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,GNG AU Equity,GR ENGINEERING SERVICES LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,10.1851,40.8342,42.1899,41.1908,46.5568,48.7247,51.9938,48.863,52.4711,46.4155,34.6834,51.6396,62.1606,59.7319,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,CVW AU Equity,CLEARVIEW WEALTH LTD,AUD,#N/A,#N/A,207.306,232.782,236.376,281.876,183.282,102.555,238.787,247.983,263.281,250.715,310.233,336.833,411.763,415.65,444.309,439.052,452.721,459.433,481.098,485.304,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,KSC AU Equity,K & S CORP LTD,AUD,50.336,59.064,65.991,79.027,103.257,136.063,146.505,156.229,179.069,213.606,224.934,239.635,287.278,294.569,199.388,205.356,220.867,240.331,255.367,268.717,306.944,321.68,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,DCN AU Equity,DACIAN GOLD LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,9.5189,23.3482,18.0107,10.2347,13.2593,134.3126,132.866,184.875,162.642,277.037,110,60.417,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,BCI AU Equity,BCI MINERALS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,5.0268,13.1756,21.513,38.9955,67.3874,131.6438,217.0932,226.394,159.283,76.676,107.156,90.611,103.612,104.117,172.664,434.236,431.461,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,MAH AU Equity,MACMAHON HOLDINGS LTD,AUD,49.438,57.938,99.391,120.838,171.919,211.149,251,311.004,339.738,323.123,356.811,401.201,432.167,221.81,207.375,184.991,409.834,447.618,497.831,545.927,559.5,608.849,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,REP AU Equity,RAM ESSENTIAL SERVICES PROPE,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,550.622,504.271,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,IPG AU Equity,IPD GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,39.2,63.432,72.915,72.915,72.915,72.915,72.915,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,LPI AU Equity,LITHIUM POWER INTERNATIONAL,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7.4441,30.2618,58.0686,48.4997,36.3565,39.049,41.8664,177.7012,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,NVX AU Equity,NOVONIX LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.7128,20.0908,31.6088,15.7728,66.5323,184.3958,251.1335,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,3PL AU Equity,3P LEARNING LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,14.485,7.264,33.142,43.549,34.407,19.008,24.624,21.61,194.842,193.884,200.649,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,RUL AU Equity,RPMGLOBAL HOLDINGS LTD,AUD,#N/A,#N/A,#N/A,5.6825,9.0954,23.479,41.634,46.54,44.669,44.691,48.32,47.668,40.034,54.919,43.654,61.8,65.299,59.677,63.334,61.435,60.114,57.94,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,SRG AU Equity,SRG GLOBAL LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,27.1824,52.762,66.703,77.497,132.989,146.695,189.876,198.041,220.289,143.404,150.346,113.688,252.728,221.428,226.801,234.566,290.478,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,IVZ AU Equity,INVICTUS ENERGY LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0139,8.1503,7.9597,0.7575,1.9686,-2.1629,1.1108,8.5867,9.047,9.3379,17.9585,38.5139,96.0498,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,MYS AU Equity,MYSTATE LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,120.1979,129.5288,198.3855,204.601,273.8773,279.709,285.649,293.14,299.628,310.904,320.662,327.499,334.322,415.214,429.913,457.563,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,MHJ AU Equity,MICHAEL HILL INTERNATIONAL L,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,173.685,181.285,187.621,186.401,202.183,174.925,176.752,153.806,174.313,195.095,188.615,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,BFG AU Equity,BELL FINANCIAL GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,37.704,126.367,146.492,165.641,176.341,174.641,176.197,180.103,182.265,190.233,195.368,201.85,203.329,211.304,230.941,239.046,235.404,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,DLI AU Equity,DELTA LITHIUM LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.3388,0.817,0.4859,5.5066,4.4321,3.7387,19.8977,60.3589,174.3351,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,MYX AU Equity,MAYNE PHARMA GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,0.0211,14.5143,11.4384,7.7043,25.549,24.174,30.6,120.889,159.274,322.202,376.221,1312.424,1235.157,1013.477,1042.313,771.579,538.23,634.36,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,LOT AU Equity,LOTUS RESOURCES LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.0649,5.4241,3.8907,21.5565,21.1602,19.9035,19.0747,7.4484,0.5746,3.1015,12.3625,11.5412,7.6118,22.3444,14.7742,33.6849,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,GL1 AU Equity,GLOBAL LITHIUM RESOURCES LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.2772,4.0492,12.6339,58.0484,171.4293,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,AVR AU Equity,ANTERIS TECHNOLOGIES LTD,AUD,#N/A,#N/A,5.0124,3.8994,3.3723,2.3387,1.3886,1.098,1.2372,13.6384,10.4334,16.4711,37.1669,38.5585,22.6398,14.9264,21.4792,15.5351,2.4072,14.3479,13.2178,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,RHI AU Equity,RED HILL MINERALS LTD,AUD,#N/A,#N/A,#N/A,#N/A,3.1891,9.6552,8.8797,7.808,14.3567,13.1261,12.0827,12.9735,11.0005,10.4403,9.7718,11.1914,10.6351,10.0602,10.6405,9.7787,67.0188,53.2882,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,DXC AU Equity,DEXUS CONVENIENCE RETAIL REI,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,52.127,226.318,233.794,359.328,453.271,554.518,516.383,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,EHL AU Equity,EMECO HOLDINGS LTD,AUD,#N/A,#N/A,#N/A,156.114,236.269,672.879,701.736,682.866,622.743,602.234,640.387,611.176,323.972,221.471,5.997,-32.007,153.482,198.078,357.245,531.406,567.222,589.444,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,IMU AU Equity,IMUGENE LTD,AUD,0.793,7.443,5.4317,8.6527,6.4624,4.6998,4.6701,5.3263,3.7913,4.2068,1.0734,1.8865,6.7322,7.732,7.8565,11.3946,15.4755,27.2947,59.8063,65.0178,138.7047,189.626,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,LAU AU Equity,LINDSAY AUSTRALIA LTD,AUD,3.506,24.283,26.449,27.151,31.766,33.949,36.053,38.927,45.33,50.805,49.209,54.605,65.436,79.896,84.481,86.209,90.407,94.105,92.363,88.877,102.915,127.372,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,SLC AU Equity,SUPERLOOP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,53.7699,119.7368,333.4723,381.811,346.158,394.799,431.809,416.215,366.362,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,BVS AU Equity,BRAVURA SOLUTIONS LTD,AUD,#N/A,#N/A,#N/A,#N/A,48.559,89.373,87.448,89.225,131.15,107.005,106.624,111.299,76.833,-12.122,-12.053,105.982,114.186,291.457,310.753,329.784,334.876,125.91,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,KCN AU Equity,KINGSGATE CONSOLIDATED LTD,AUD,41.642,73.284,135.046,121.229,128.008,184.234,181.013,245.04,316.043,606.924,775.813,463.974,410.673,324.633,92.364,100.86,26.442,38.537,12.312,8.302,-7.894,50.049,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,CDP AU Equity,CARINDALE PROPERTY TRUST,AUD,183.316,183.316,220.095,252.835,319.718,370.396,394.852,388.484,388.048,387.97,446.599,451.587,501.727,532.893,554.829,570.991,569.841,563.398,443.022,466.338,526.655,528.423,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,TER AU Equity,TERRACOM LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,111.9776,134.3954,118.2453,47.3355,26.4955,-17.6507,30.099,27.373,70.444,41.025,-27.505,145.625,167.849,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,INR AU Equity,IONEER LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,-0.0332,3.9828,3.5024,4.5909,7.9473,7.6983,7.1737,3.8278,3.326,0.2148,12.2542,94.14,95.655,130.046,191.055,203.699,197.399,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,APZ AU Equity,ASPEN GROUP,AUD,0.5131,17.629,35.897,83.399,168.107,331.82,379.913,400.909,388.615,390.357,248.566,286.696,179.699,196.062,127.764,123.569,114.676,108.766,134.03,152.551,277.021,361.165,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,BRN AU Equity,BRAINCHIP HOLDINGS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0426,11.6272,8.7666,11.4132,5.8257,2.3821,7.2975,23.1266,12.6073,12.9504,23.0431,26.0279,34.7828,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,SRV AU Equity,SERVCORP LTD,AUD,87.31,76.729,81.266,88.89,107.261,111.152,127.652,145.291,212.61,192.612,198.709,207.9,217.101,241.898,261.02,267.175,250.165,238.593,220.961,194.614,198.254,187.778,,,,,,,,,,,,,,,,,,,,,,,,,,,
