Num,Ticker,Name,Data FX,FY 2000,FY 2001,FY 2002,FY 2003,FY 2004,FY 2005,FY 2006,FY 2007,FY 2008,FY 2009,FY 2010,FY 2011,FY 2012,FY 2013,FY 2014,FY 2015,FY 2016,FY 2017,FY 2018,FY 2019,FY 2020,FY 2021
1,BHP AU Equity,BHP GROUP LTD,AUD,35184.4766,38487.229,38366.405,53704.8125,78032.261,109891.9415,172397.4517,198277.7135,234917.1387,177978.3593,209499.2682,233128.628,167399.6628,166967.6974,191029.3805,143938.0756,99263.5253,123933.8843,180520.6843,208135.2479,181174.7094,#N/A
2,RIO AU Equity,RIO TINTO LTD,AUD,40459.0868,51180.9241,53107.9882,51272.3736,53982.4786,93437.73,90300.7593,158192.0943,48131.3052,138383.069,167697.7013,113008.3506,106347.1601,126027.6495,107294.606,80865.9487,107760.8188,133005.4565,129430.3774,162761.8536,#N/A,#N/A
3,CBA AU Equity,COMMONWEALTH BANK OF AUSTRAL,AUD,34894.9928,42483.1461,41258.6892,37043.3202,41181.3175,48073.7091,56481.5107,71436.6827,52949.7988,58952.7319,75007.2716,81183.9142,84178.3879,111092.8988,130686.1595,138160.7491,127251.6618,142931.1695,128004.726,146250.4033,122744.5611,#N/A
4,CSL AU Equity,CSL LTD,AUD,4924.7259,7139.1636,5099.5641,1911.271,4380.7988,6348.5448,9776.5335,16107.6979,19649.3016,19265.5439,17908.9968,17351.228,19983.1746,30011.1484,31597.1593,40194.097,51222.3656,62562.3209,87141.4219,97424.8059,130311.9789,#N/A
5,WBC AU Equity,WESTPAC BANKING CORP,AUD,22646.0653,23273.4084,24283.3826,28951.2448,31522.4301,39332.1603,41677.4137,53008.6127,40606.4068,77041.3342,69324.4682,61366.4757,76419.4085,101324.5567,99556.8392,94562.0612,98470.2237,108086.3123,95767.0335,103248.6585,#N/A,#N/A
6,NAB AU Equity,NATIONAL AUSTRALIA BANK LTD,AUD,38626.8051,39780.7744,51355.6431,46321.8465,41840.1523,51080.4605,58092.6135,63281.9751,40623.8309,63001.6784,52862.0021,48161.6257,57192.4483,78511.7705,75172.9643,76833.0138,73785.0446,84288.519,75818.9314,85402.7658,#N/A,#N/A
7,ANZ AU Equity,AUST AND NZ BANKING GROUP,AUD,20002.4829,23782.5061,26543.5877,27314.2819,34586.0024,43834.7875,49330.327,55380.961,38262.3091,60897.4303,60341.1335,51049.4543,66866.6655,83962.7238,84809.6302,78297.3711,80886.1801,86228.2137,80389.5966,80474.454,#N/A,#N/A
8,MQG AU Equity,MACQUARIE GROUP LTD,AUD,4520.3402,4858.3812,6602.11,5051.1006,7729.803,10743.5229,15034.2431,21013.6347,14502.8318,7666.9979,16265.5418,11791.3617,10085.667,11535.9955,17093.0369,25566.2078,21165.224,28958.8184,33187.7921,41925.5206,29154.1714,#N/A
9,WES AU Equity,WESFARMERS LTD,AUD,3507.0373,7638.1341,10126.3148,9526.3611,11064.8198,15125.4604,13356.2239,17746.3954,24139.9259,22766.1265,28798.0632,32030.7806,30094.6191,39864.2112,47834.626,43860.0796,45157.8531,45489.6608,55966.3424,40999.6544,50830.0472,#N/A
10,WOW AU Equity,WOOLWORTHS GROUP LTD,AUD,6557.129,11234.7525,13797.1383,12945.4302,11874.8341,17104.0651,22494.2034,32181.1974,29435.7782,31765.5307,33733.2293,33149.6051,32498.3195,41018.6653,44925.1423,34692.5903,26291.2794,32826.4019,39347.1853,41826.2709,45963.9156,#N/A
11,TLS AU Equity,TELSTRA CORP LTD,AUD,87235.5453,69222.3059,59958.3542,56613.0409,63520.6459,62961.9562,45790.5136,57113.7113,52758.6353,42182.0221,40439.9917,35960.4849,45914.9444,59353.4647,64828.4174,75065.5268,67974.6464,51141.1808,31160.4404,45789.1967,37226.0223,#N/A
12,FMG AU Equity,FORTESCUE METALS GROUP LTD,AUD,#N/A,6.2168,4.5959,14.0038,63.392,631.6865,2258.0499,10562.9592,33371.9287,11709.5715,12801.6516,19770.7133,15257.6109,9465.9464,13545.022,5946.9167,10897.0242,16241.1908,13664.1836,27758.6372,42626.3438,#N/A
13,WPL AU Equity,WOODSIDE PETROLEUM LTD,AUD,9831.3381,8927.337,8253.3333,9866.6715,13400,25713.7305,25063.3363,34365.5662,25636.8951,35333.8723,33341.5765,24669.6645,27914.0899,32050.1246,31316.8491,23662.7141,26250.5808,27868.0817,29320.2718,32395.8209,#N/A,#N/A
14,NCM AU Equity,NEWCREST MINING LTD,AUD,1091.916,1104.4421,2172.519,2500.8692,4527.5457,5745.394,7021.2356,7661.0726,13283.6129,14746.8481,16970.8071,28848.15,17296.6463,7556.5416,8060.0642,9960.2483,17586.1337,15411.2373,16687.3509,24433.8201,25588.7171,#N/A
15,ALL AU Equity,ARISTOCRAT LEISURE LTD,AUD,2184.4969,2978.1642,2135.3483,808.7904,4745.1389,5796.9991,7436.6406,5223.3244,1766.679,2144.185,1596.6119,1194.9983,1483.3145,2547.5514,3679.33,5485.6,10072.8614,13409.4271,18160.1956,19539.451,#N/A,#N/A
16,BXB AU Equity,BRAMBLES LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,17240.6114,12455.0124,8355.1395,7765.3742,10681.033,9462.1292,14545.8119,14363.4733,16609.8347,19650.4372,15465.0741,14136.0837,20463.2594,16359.704,#N/A
17,IAG AU Equity,INSURANCE AUSTRALIA GROUP,AUD,#N/A,4759.398,4098.15,5722.2,7955,9525.85,8485.1,10146.7797,6465.8577,7224.8306,7044.9458,7026.3073,7188.9162,11236,13671.44,13564.98,13248.95,16482.18,20190.51,19551.42,13334.47,#N/A
18,STO AU Equity,SANTOS LTD,AUD,3669.822,3588.5414,3508.3475,4015.3433,4965.2153,7280.1967,5907.4329,9437.4518,12340.2416,11720.548,11506.1334,11560.3097,10669.1443,14221.6504,8115.9387,6499.6552,8170.2065,11352.7363,11414.7268,17039.7304,#N/A,#N/A
19,QBE AU Equity,QBE INSURANCE GROUP LTD,AUD,4239.2594,4495.2497,5016.227,7119.4579,11276.2528,15391.7624,23439.4081,29365.4739,25340.1331,26117.9904,19021.2051,14400.3946,13014.6,14352.9742,15279.23,17248.3,17015.4,14503.44,13402.7,16808.4,#N/A,#N/A
20,SUN AU Equity,SUNCORP GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,18655.1131,12460.0851,8424.4259,10302.3798,10472.932,10408.6019,15336.2837,17420.5773,17279.0512,15670.7999,19157.8123,18945.1727,17490.8482,11811.1726,#N/A
21,ASX AU Equity,ASX LTD,AUD,1158.6843,1445.8686,1360.3514,1277.2896,1585.3898,2375.5017,3347.3283,8320.1534,5374.0637,6332.2635,5061.3958,5332.9134,5222.5773,6402.192,6899.7316,7724.447,8850.6197,10368.8143,12461.6608,15945.6226,16528.5384,#N/A
22,ORG AU Equity,ORIGIN ENERGY LTD,AUD,914.5605,1719.1439,2183.1837,2663.7256,3771.4024,6009.7439,5846.3222,8670.5473,14198.0724,12800.9537,13157.1929,16808.5696,13292.6886,13801.3807,16135.3009,13282.258,10081.6806,12041.5879,17644.3399,12839.2946,10266.7091,#N/A
23,RHC AU Equity,RAMSAY HEALTH CARE LTD,AUD,90.2907,382.0521,535.7352,473.5719,701.3711,1509.5532,1656.3377,1931.8762,1506.6791,2011.7334,2828.7079,3649.8456,4534.6372,7156.0947,9130.667,12327.5855,14395.8131,14791.5261,10908.346,14598.3496,15226.428,#N/A
24,SHL AU Equity,SONIC HEALTHCARE LTD,AUD,1154.1352,1799.6436,1326.2795,1701.4543,2441.8753,3453.4899,4191.8839,4520.262,4852.4582,4730.5212,4051.3236,4999.0925,4965.3174,5881.9127,6946.0643,8590.4675,8945.0785,10152.9267,10417.3246,12844.2185,14459.8009,#N/A
25,REA AU Equity,REA GROUP LTD,AUD,13.7744,9.0498,11.8951,24.1751,88.3326,157.2815,483.5692,755.895,557.3771,757.1676,1370.448,1551.78,1805.8085,3626.1057,5625.5348,5164.5333,7835.7074,8745.856,11968.9147,12649.8797,14209.3817,#N/A
26,S32 AU Equity,SOUTH32 LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,9529.5356,8195.1453,13948.7514,18371.3709,15788.7649,9840.4963,#N/A
27,AGL AU Equity,AGL ENERGY LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6577.0364,6339.9636,6019.3592,6616.1247,6758.2169,8062.3682,8024.9609,8664.4617,10491.7775,13015.2018,16723.5386,14742.947,13123.0591,10624.5045,#N/A
28,COH AU Equity,COCHLEAR LTD,AUD,1470.9429,2028.6629,1787.625,1714.1933,1230.5536,2123.4376,2984.8189,3340.9476,2423.6552,3234.1856,4202.3056,4085.6417,3744.0494,3504.4891,3505.3632,4565.1255,6935.4108,8926.9726,11519.3471,11937.9404,12410.3209,#N/A
29,TWE AU Equity,TREASURY WINE ESTATES LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2200.48,2808.795,3759.878,3248.6221,3245.3034,6800.9874,9649.373,12488.8641,10676.7592,7553.9877,#N/A
30,XRO AU Equity,XERO LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1028.8064,4669.0453,3154.5661,1897.5203,2481.9987,4611.0588,6828.6603,9610.0797,#N/A
31,OSH AU Equity,OIL SEARCH LTD,AUD,788.0126,809.3358,674.826,1136.0662,2017.0374,4128.7238,3751.468,5431.2298,5207.2615,7966.3164,9242.7337,8282.2198,9356.6448,10894.6589,12014.0445,10202.0403,10917.7058,11869.087,10909.1993,11054.4156,#N/A,#N/A
32,CIM AU Equity,CIMIC GROUP LTD,AUD,1412.207,2214.2529,2793.2685,2714.8001,2478.7345,3135.9128,4822.8587,11471.1328,14140.7782,7002.3381,8704.8973,7016.3502,6028.4957,5432.8589,7616.3302,8225.6366,11329.4381,16682.8733,14075.8704,10728.3047,#N/A,#N/A
33,QAN AU Equity,QANTAS AIRWAYS LTD,AUD,4093.3793,4580.1456,7193.7514,5801.3496,6494.8049,6395.0763,5786.9049,11063.6677,5716.2198,4523.3963,4948.8639,4123.9215,2417.1311,2995.2314,2756.5896,6929.3027,5411.0189,10030.2663,10226.6757,8347.8405,7008.8453,#N/A
34,MFG AU Equity,MAGELLAN FINANCIAL GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,236.181,76.3544,80.2698,166.3337,200.4988,327.9997,1472.8281,1736.1431,2788.8024,3586.4552,4962.6718,4105.7163,9031.437,10574.0628,#N/A
35,AZJ AU Equity,AURIZON HOLDINGS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,8247.2,8296,8891.1056,10643.6793,10885.9113,9889.4109,10997.3532,8617.2542,10746.6912,9420.0436,#N/A
36,TAH AU Equity,TABCORP HOLDINGS LTD,AUD,3567.3023,3536.698,4664.3749,3937.049,6030.4045,8592.2717,7978.8904,9002.4983,5149.534,4322.5451,3877.9211,2263.5849,2139.2339,2271.9014,2563.5255,3773.7692,3799.955,3650.261,8977.98,8985.885,6868.16,#N/A
37,CPU AU Equity,COMPUTERSHARE LTD,AUD,4585.7975,3367.8138,1219.4138,1010.4377,1756.6956,3486.0484,4703.85,6670.7989,5117.5739,5011.9996,5895.4896,4928.7402,4117.4707,5712.2056,6941.4132,6513.1381,5014.3945,7725.0484,10006.6752,8801.3138,7166.6546,#N/A
38,MPL AU Equity,MEDIBANK PRIVATE LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5535.5465,8124.3096,7711.2091,8041.6895,9611.4713,8234.4697,#N/A
39,CTX AU Equity,CALTEX AUSTRALIA LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
40,ORI AU Equity,ORICA LTD,AUD,1581.2135,1203.3127,2656.9179,3331.3561,4672.0015,5735.1899,6948.1234,9268.1725,7525.163,8458.9561,9309.6021,8545.9351,9093.5365,7386.1649,7044.8482,5566.5074,5698.9285,7454.0616,6458.0279,8578.197,#N/A,#N/A
41,NST AU Equity,NORTHERN STAR RESOURCES LTD,AUD,#N/A,#N/A,#N/A,#N/A,7.4494,4.2128,6.9356,9.6842,5.8993,2.283,11.1188,140.2222,309.8162,248.2037,730.0501,1310.3717,2965.9586,2852.576,4449.1012,7451.2542,9888.4179,#N/A
42,CWN AU Equity,CROWN RESORTS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6407.0986,5513.5257,5892.7228,6772.4601,6184.0666,8820.8536,11013.3201,8886.4091,9185.0507,8459.0513,9280.1861,8430.6205,6548.1205,#N/A
43,CCL AU Equity,COCA-COLA AMATIL LTD,AUD,4892.147,4092.7267,3649.1694,4357.7169,5753.5177,5764.8032,5826.8872,7157.0442,6760.1308,8626.9722,8210.1933,8742.6225,10250.6944,9185.9907,7116.6611,7101.3893,7727.5333,6161.2374,5929.5575,8007.4367,#N/A,#N/A
44,WOR AU Equity,WORLEY LTD,AUD,#N/A,#N/A,#N/A,304.6883,433.1345,1617.0602,4119.507,8179.4577,9153.7702,5779.7114,5450.911,6938.5484,6167.9562,4803.9061,4292.118,2574.0114,1784.6448,2784.6816,4788.4019,7649.815,4547.2816,#N/A
45,SEK AU Equity,SEEK LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,668.6149,1512.5041,2097.36,1440.4793,1400.1003,2359.4573,2167.6041,2137.2223,3064.1455,5396.2871,4833.8096,5234.1432,5887.603,7639.2863,7421.477,7700.5402,#N/A
46,APT AU Equity,AFTERPAY LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,633.5302,2160.2053,6110.7122,16222.4861,#N/A
47,BSL AU Equity,BLUESCOPE STEEL LTD,AUD,#N/A,#N/A,#N/A,2919.0318,4935.8425,5826.3603,5555.9087,7587.7848,8617.7579,4612.9431,3828.9762,2219.8599,1004.7556,2606.9962,3028.961,1695.6758,3639.4759,7412.282,9439.0684,6223.38,5875.778,#N/A
48,WTC AU Equity,WISETECH GLOBAL LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1287.4865,2012.5228,4696.9351,8816.2413,6255.468,#N/A
49,AWC AU Equity,ALUMINA LTD,AUD,8406.613,10620.2851,10620.2851,7619.7941,6908.8796,8649.0907,7402.6902,7191.9005,2029.2016,4489.961,6051.6865,2720.8176,2196.1766,3128.9416,5037.1767,3326.148,5270.1102,6996.3176,6622.0547,6622.6387,#N/A,#N/A
50,SVW AU Equity,SEVEN GROUP HOLDINGS LTD,AUD,1820.1401,1854.9515,1528.4608,1189.5699,1141.7856,1522.4913,1824.5203,2610.7157,1473.4546,1040.7237,1753.055,2950.731,2379.3556,2126.3059,2242.9469,1937.029,1690.2576,3076.7751,6022.7135,6274.7231,5830.1645,#N/A
51,AMP AU Equity,AMP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
52,EVN AU Equity,EVOLUTION MINING LTD,AUD,#N/A,#N/A,#N/A,40.3962,20.7447,17.6798,43.3191,21.490099999999998,16.2327,117.1778,264.4676,242.2103,1042.9809,403.613,496.9926,1141.3005,3421.0524,4055.5447,5941.0683,7399.224,9664.0272,#N/A
53,REH AU Equity,REECE LTD,AUD,353.3808,398.4,747,697.2,821.7,1284.84,1528.86,2793.78,2091.6,1792.8,2410.32,2057.736,1792.8,2370.48,3011.904,3457.116,3685.2,4183.2,7094.4091,5473.6311,5936.5946,#N/A
54,AST AU Equity,AUSNET SERVICES,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2720.484,2971.6056,2532.1428,1929.5852,2448.1155,2459.688,3113.415,4024.1625,4436.446,5061.693,5271.0764,6071.3162,6054.0308,6483.4793,6372.8973,#N/A
55,TPM AU Equity,TPG TELECOM LTD,AUD,#N/A,46.8148,126.1288,192.997,396.8141,579.5235,320.1149,281.62,136.84,369.3905,1385.9676,1194.8095,1536.0188,2929.152,4381.8209,7549.1154,10885.9101,5187.6761,5344.1942,6476.1242,#N/A,#N/A
56,BPT AU Equity,BEACH ENERGY LTD,AUD,20.8648,42.3692,60.5677,62.2587,77.6839,213.4678,832.7811,1268.4255,1372.9023,818.8412,753.7331,1009.3619,1180.1363,1439.9146,2170.5594,1365.157,1135.0298,1077.4422,3995.3807,4522.3245,3466.8284,#N/A
57,QUB AU Equity,QUBE HOLDINGS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,367.7212,952.9094,1428.1811,1546.7276,2396.6743,2483.2457,2862.3088,4197.4539,3851.4848,4876.535,5480.3865,#N/A
58,BLD AU Equity,BORAL LTD,AUD,1192.905,1634.2798,2157.2026,2918.8711,3763.7729,3750.4228,4801.0879,5256.7997,3309.4042,2413.0645,2886.9535,3211.6744,2237.7878,3258.5427,4109.3653,4470.8121,4625.1885,8147.7069,7655.3275,6002.3395,4528.8677,#N/A
59,SOL AU Equity,WASHINGTON H. SOUL PATTINSON,AUD,859.104,1205.132,1205.132,1415.1412,1754.0083,2290.9496,1861.3965,2367.3146,2493.7941,2625.0464,3107.1004,3085.6227,3148.0485,3231.8368,3622.0512,3279.7159,4172.6604,4222.9334,5223.6059,5436.6677,4680.1785,#N/A
60,IPL AU Equity,INCITEC PIVOT LTD,AUD,#N/A,#N/A,#N/A,912.6809,1095.6833,922.0058,1304.4659,4313.2591,6171.3589,4563.4778,5847.1411,5325.9474,4853.6157,4381.284,4485.0451,6574.0624,4757.8209,6073.8139,6488.25,5443.6076,#N/A,#N/A
61,HVN AU Equity,HARVEY NORMAN HOLDINGS LTD,AUD,3832.4146,4429.0657,3231.0324,2650.2913,2980.2609,2644.4586,4167.6668,5599.9065,3282.5589,3505.6454,3516.2686,2645.1688,2071.5177,2708.9078,3293.182,5008.8236,5128.8781,4251.8698,3695.3423,4801.5279,4410.8636,#N/A
62,CGF AU Equity,CHALLENGER LTD,AUD,#N/A,#N/A,#N/A,#N/A,1182.9323,1666.9194,1684.1016,2806.2445,1099.413,1215.424,1660.384,2332.041,1719.25,2094.022,3856.896,3718.848,4822.444,7495.746,7118.111,4022.512,2924.271,#N/A
63,DOW AU Equity,DOWNER EDI LTD,AUD,387.0755,435.3377,635.549,751.155,902.5177,1554.6819,2337.4335,2362.5894,2233.3301,1850.7241,1211.6965,1587.6711,1343.0839,1555.9399,1968.0079,2068.2258,1614.1838,3812.0431,4032.083,4115.3414,2604.797,#N/A
64,BEN AU Equity,BENDIGO AND ADELAIDE BANK,AUD,411.3956,760.5233,848.8576,1041.5412,1312.9441,1372.9828,1816.9774,2191.6559,3002.2347,2142.2933,2955.98,3252.5466,2980.5485,4148.9192,5514.4849,5597.5019,4452.1215,5309.6076,5272.7763,5692.4403,3720.7622,#N/A
65,ALU AU Equity,ALTIUM LTD,AUD,343.77,437.185,94.6415,34.7143,31.6978,16.7294,26.4148,111.4338,49.0391,29.4235,19.6156,8.7093,38.9356,148.5899,277.5183,572.6783,841.1942,1115.9495,2932.7133,4463.4941,4253.7684,#N/A
66,DMP AU Equity,DOMINO'S PIZZA ENTERPRISES L,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,142.2,234.195,217.4288,237.9378,217.6048,372.8098,425.4957,702.4917,784.0522,1875.064,3130.0376,6031.9462,4628.5462,4457.919,3223.2638,5846.074,#N/A
67,FLT AU Equity,FLIGHT CENTRE TRAVEL GROUP L,AUD,1557.3159,2393.8601,2401.1609,2051.874,1797.0296,1322.5945,938.0974,1813.8439,1660.4788,861.9209,1659.3519,2160.9958,1893.8952,3949.7831,4470.4095,3439.0515,3187.2911,3868.1353,6420.0646,4192.1359,2212.5303,#N/A
68,ALQ AU Equity,ALS LTD,AUD,138.088,152.6731,234.8705,169.9639,245.108,388.3025,754.6239,1140.8575,1303.4153,721.2527,1860.4671,3128.7831,4538.2543,3597.0413,2889.8692,2019.9417,2011.8175,3092.8736,3624.3135,3684.805,2681.5384,#N/A
69,IEL AU Equity,IDP EDUCATION LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1027.4839,1269.7186,2617.9759,4482.5606,4022.4144,#N/A
70,JBH AU Equity,JB HI-FI LTD,AUD,#N/A,#N/A,#N/A,#N/A,235.6411,366.108,525.6056,1132.083,1107.561,1651.5987,2066.1389,1681.9201,875.8167,1663.3043,1810.7358,1928.3233,2384.6301,2674.0282,2587.1735,2969.7352,4943.4315,#N/A
71,SGR AU Equity,STAR ENTERTAINMENT GRP LTD/T,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2827.7611,2944.7245,2526.5586,2592.6124,3599.9331,4458.6327,4169.6473,4522.4011,3773.3612,2582.3599,#N/A
72,CWY AU Equity,CLEANAWAY WASTE MANAGEMENT L,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,754,1350.9069,3729.5021,1723.3182,1723.3182,955.8355,782.9206,1144.2015,1262.8508,1603.0138,1216.5343,1269.0757,2190.2228,3441.9964,4786.3398,4534.3176,#N/A
73,CAR AU Equity,CARSALES.COM LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1106.6562,1101.4464,1402.1353,2227.1959,2518.6087,2446.4315,2970.639,2785.3666,3673.891,3306.0176,4357.1891,#N/A
74,ILU AU Equity,ILUKA RESOURCES LTD,AUD,895.7073,967.034,1070.9444,1054.6474,1465.0313,1826.0485,1548.8804,1114.2917,1753.4003,1492.1302,3797.4906,6454.6924,3761.9831,3605.3002,2486.3637,2559.3158,3040.5707,4257.6516,3213.5076,3925.6632,#N/A,#N/A
75,ORA AU Equity,ORORA LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1719.526,2508.4687,3330.4506,3451.1191,4307.8654,3909.6594,2452.022,#N/A
76,YAL AU Equity,YANCOAL AUSTRALIA LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,994.2167,755.6047,154.1036,99.4217,487.1956,5494.9308,5176.1226,3829.2744,#N/A,#N/A
77,ANN AU Equity,ANSELL LTD,AUD,1539.2773,784.3828,1174.8248,1087.6203,1364.6465,1607.6598,1467.7369,1766.4424,1257.9853,1194.1406,1727.6144,1883.4435,1724.668,2302.7943,3032.7579,3689.4997,2682.9972,3496.1036,3868.5964,3552.3256,4716.9535,#N/A
78,VEA AU Equity,VIVA ENERGY GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3500.1633,3733.5075,#N/A,#N/A
79,IGO AU Equity,IGO LTD,AUD,#N/A,#N/A,16.8645,24.5361,82.761,143.3572,305.3774,797.2488,596.394,526.0307,537.1999,1142.3672,803.4447,526.3145,1014.959,976.8499,1677.467,1848.2531,3016.7844,2787.0553,2877.1816,#N/A
80,SAR AU Equity,SARACEN MINERAL HOLDINGS LTD,AUD,5.2574,3.9431000000000003,2.4644,1.4787,3.2484,6.0677,52.4316,62.3662,29.2876,67.1479,186.1662,263.3545,330.1227,68.4553,325.0417,340.8974,1153.151,948.3422,1791.4403,3019.1231,5978.2138,#N/A
81,OZL AU Equity,OZ MINERALS LTD,AUD,21.5168,94.3213,385.4655,994.0633,1177.3838,2385.5472,4389.745,5378.087,5378.087,3683.181,5570.3,3143.2279,2030.537,955.8402,1056.0447,1229.0536,2356.4649,2735.7691,2841.5185,3406.5932,#N/A,#N/A
82,BOQ AU Equity,BANK OF QUEENSLAND LTD,AUD,346.8325,402.1634,489.2414,689.3996,909.1752,1177.8172,1627.9132,2100.7734,2378.1708,2327.5529,2114.4561,1678.9873,2324.8733,3068.6201,4556.7182,4691.4382,4013.8358,4924.886,4558.3626,3715.1409,2781.1946,#N/A
83,RWC AU Equity,RELIANCE WORLDWIDE CORP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1622.25,1753.5,4234.9079,2781.1336,2322.8786,#N/A
84,LNK AU Equity,LINK ADMINISTRATION HOLDINGS,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2939.5497,2842.4042,3881.5502,2669.755,2174.3448,#N/A
85,MIN AU Equity,MINERAL RESOURCES LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,410.3867,798.738,527.7768,1306.3979,1945.4322,1654.4614,1534.4009,1789.0744,1238.4048,1552.5556,2026.9265,3000.229,2805.8021,3975.1167,#N/A
86,NEC AU Equity,NINE ENTERTAINMENT CO HOLDIN,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2031.0372,1401.1954,914.9419,1202.495,2161.0055,3197.6123,2353.4427,#N/A
87,SDF AU Equity,STEADFAST GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,657.1458,1200.6136,1480.7602,1994.3403,2228.4312,2783.5564,2900.3688,#N/A
88,PMV AU Equity,PREMIER INVESTMENTS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,881.97,989.0914,859.0435,757.6688,1192.3968,1454.3688,2100.1834,2549.2001,2105.9358,2743.0177,2581.7567,2788.7807,#N/A
89,NHF AU Equity,NIB HOLDINGS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,321.0792,456.4226,619.2893,674.4293,656.3113,935.0789,1431.1536,1475.0541,1851.0346,2520.8898,2602.7645,3487.0168,2091.9139,#N/A
90,BKW AU Equity,BRICKWORKS LTD,AUD,528.8558,770.5854,836.4474,1037.9851,1198.6848,1394.5949,1590.9793,1791.3445,1579.037,1720.693,1738.856,1460.9166,1490.4301,1809.2939,2108.5482,2211.2118,2223.4063,1956.7257,2314.9509,2495.0963,2448.4808,#N/A
91,PDL AU Equity,PENDAL GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,445.8535,367.7764,306.955,434.1743,457.3433,935.0651,1312.5392,2448.9311,2348.0889,3000.5475,2475.2685,2104.9136,#N/A,#N/A
