Num,Ticker,Name,Data FX,FY 2000,FY 2001,FY 2002,FY 2003,FY 2004,FY 2005,FY 2006,FY 2007,FY 2008,FY 2009,FY 2010,FY 2011,FY 2012,FY 2013,FY 2014,FY 2015,FY 2016,FY 2017,FY 2018,FY 2019,FY 2020,FY 2021,,,,,,
412,CMP AU Equity,COMPUMEDICS LTD,AUD,#N/A,0.76,0.315,0.355,0.27,0.225,0.063,0.15,0.15,0.14,0.13,0.082,0.064,0.055,0.145,0.27,0.365,0.635,0.56,0.61,0.415,#N/A,,,,,,
413,COG AU Equity,CONSOLIDATED OPERATIONS GROU,AUD,#N/A,#N/A,#N/A,1.02,0.96,1.005,1,1.02,0.36,0.07,0.06,0.065,0.045,0.043,0.12,0.1,0.125,0.13,0.1,0.096,0.056,#N/A,,,,,,
414,EXP AU Equity,EXPERIENCE CO LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.31,0.51,0.66,0.64,0.235,0.125,#N/A,,,,,,
415,CSV AU Equity,CSG LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.3599999999999999,0.98,0.84,1.8399999999999999,1,0.785,0.935,1.03,1.595,1.49,0.745,0.23,0.175,#N/A,#N/A,,,,,,
416,PO3 AU Equity,PURIFLOH LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.185,0.025,0.016,0.004,0.001,0.001,0.002,0.001,0.435,3.35,2.9,#N/A,,,,,,
417,PAL AU Equity,PALLA PHARMA LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3.8,2.91,2.2,1.15,1.055,#N/A,#N/A,,,,,,
418,JRV AU Equity,JERVOIS MINING LTD,AUD,0.039,0.041,0.053,0.02,0.004,0.021,0.015,0.023,0.027,0.007,0.003,0.003,0.002,0.02,0.03,0.05,0.054,0.06,0.41,0.215,0.16,#N/A,,,,,,
419,BOC AU Equity,BOUGAINVILLE COPPER LTD,AUD,0.13,0.14,0.13,0.24,0.45,0.645,0.7,1.49,0.68,0.53,1.69,0.7,0.515,0.475,0.255,0.24,0.2,0.27,0.16,0.325,#N/A,#N/A,,,,,,
420,REX AU Equity,REGIONAL EXPRESS HOLDINGS LT,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.995,2.75,1.06,0.8,1.005,0.83,1.065,1.125,0.75,1.04,0.77,1.11,1.43,1.415,1.185,#N/A,,,,,,
421,MTO AU Equity,MOTORCYCLE HOLDINGS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.69,3.94,3.3,1.1400000000000001,1.83,#N/A,,,,,,
422,ANG AU Equity,AUSTIN ENGINEERING LTD,AUD,#N/A,#N/A,#N/A,#N/A,0.29,0.28,0.41,1.83,2.09,1.525,3.4,4.84,4.3,3.15,1.605,0.525,0.084,0.22,0.23,0.18,0.12,#N/A,,,,,,
423,ICQ AU Equity,ICAR ASIA LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.2,0.91,1.09,0.96,0.25,0.2,0.13,0.3,#N/A,#N/A,,,,,,
424,KPT AU Equity,KANGAROO ISLAND PLANTATION T,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3,7.41,16,2.03,2.15,2.25,0.8,#N/A,,,,,,
425,M7T AU Equity,MACH7 TECHNOLOGIES LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.21,0.55,0.088,0.064,0.037,0.016,0.007,0.004,0.005,0.115,0.037,0.175,0.21,0.475,0.97,#N/A,,,,,,
426,TTT AU Equity,TITOMIC LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.7,2.02,0.6,#N/A,,,,,,
427,CUP AU Equity,COUNTPLUS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.3,1.28,1.8,1.76,1.09,0.72,0.575,0.66,0.81,0.895,#N/A,,,,,,
428,SGH AU Equity,SLATER & GORDON LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.705,1.37,1.74,1.53,2.3,1.85,2.7800000000000002,5.16,3.56,0.39,0.081,1.92,1.54,0.62,#N/A,,,,,,
429,GNG AU Equity,GR ENGINEERING SERVICES LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.95,0.9,0.46,0.7,0.9,0.985,1.47,1.3900000000000001,0.8,0.72,#N/A,,,,,,
430,CGR AU Equity,CML GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.15,0.1,0.105,0.1,0.245,0.18,0.185,0.305,0.57,0.455,0.235,#N/A,,,,,,
431,ARA AU Equity,ARIADNE AUSTRALIA LTD,AUD,0.428,0.25,0.205,0.265,0.31,0.34,0.42,0.72,0.38,0.25,0.24,0.305,0.345,0.28,0.355,0.38,0.34,0.76,0.655,0.625,0.39,#N/A,,,,,,
432,POS AU Equity,POSEIDON NICKEL LTD,AUD,0.018,0.003,0.049,0.022,0.115,0.21,0.28,1.04,1.3599999999999999,0.25,0.185,0.17,0.1,0.13,0.08,0.115,0.055,0.019,0.037,0.035,0.028,#N/A,,,,,,
433,AJM AU Equity,ALTURA MINING LTD,AUD,#N/A,0.225,0.21,0.09,0.135,0.22,0.15,0.415,0.51,0.165,0.14,0.185,0.175,0.09,0.14,0.023,0.19,0.125,0.325,0.115,#N/A,#N/A,,,,,,
434,3PL AU Equity,3P LEARNING LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.22,0.735,1.045,1.25,0.98,0.86,#N/A,,,,,,
435,MSV AU Equity,MITCHELL SERVICES LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.059,0.02,0.03,0.022,0.017,0.033,0.039,0.059,0.535,#N/A,,,,,,
436,HAS AU Equity,HASTINGS TECHNOLOGY METALS L,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.17,0.14,0.28,0.235,0.11,0.041,0.05,0.08,0.073,0.09,0.225,0.15,0.115,#N/A,,,,,,
437,DCG AU Equity,DECMIL GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,0.335,0.9,0.86,0.215,0.685,1.52,2.76,2.65,1.78,1.7850000000000001,1.16,0.715,0.93,0.97,0.905,0.056,#N/A,,,,,,
438,EEG AU Equity,EMPIRE ENERGY GROUP LTD,AUD,0.081,0.022,0.016,0.004,0.004,0.003,0.017,0.017,0.017,0.007,0.082,0.105,0.145,0.098,0.037,0.021,0.008,0.012,0.015,0.445,#N/A,#N/A,,,,,,
439,A4N AU Equity,ALPHA HPA LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.095,0.022,0.18,0.195,0.038,0.013,0.03,0.01,0.013,0.022,0.099,0.115,0.175,#N/A,,,,,,
440,MRC AU Equity,MINERAL COMMODITIES LTD,AUD,0.075,0.092,0.12,0.29,0.2,0.22,0.125,0.19,0.046,0.045,0.081,0.075,0.099,0.185,0.11,0.095,0.13,0.13,0.17,0.275,#N/A,#N/A,,,,,,
441,TLG AU Equity,TALGA RESOURCES LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.25,0.29,0.075,0.39,0.395,0.3,0.6,0.68,0.485,0.58,#N/A,,,,,,
442,AYS AU Equity,AMAYSIM AUSTRALIA LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.67,1.56,1.06,0.74,0.59,#N/A,,,,,,
443,PNC AU Equity,PIONEER CREDIT LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.58,1.6,1.73,2.38,3.17,2.7,0.29,#N/A,,,,,,
444,G1A AU Equity,GALENA MINING LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.175,0.37,0.23,#N/A,,,,,,
445,CXL AU Equity,CALIX LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.665,0.765,#N/A,,,,,,
446,BCN AU Equity,BEACON MINERALS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.385,0.11,0.014,0.016,0.007,0.006,0.003,0.003,0.003,0.004,0.022,0.017,0.029,0.04,#N/A,,,,,,
447,ELX AU Equity,ELLEX MEDICAL LASERS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,
448,LNG AU Equity,LIQUEFIED NATURAL GAS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,0.39,0.805,0.64,0.75,0.455,0.31,0.35,0.325,0.12,2.14,3.81,0.72,0.555,0.58,0.235,#N/A,#N/A,,,,,,
449,CSD AU Equity,CONSOLIDATED TIN MINES LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.11,0.039,0.035,0.071,0.045,0.049,0.048,0.062,0.025,0.025,0.025,0.025,#N/A,#N/A,,,,,,
450,OBM AU Equity,ORA BANDA MINING LTD,AUD,#N/A,#N/A,#N/A,0.185,0.24,0.17,0.29,0.31,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.43,0.37,0.12,0.16,0.27,#N/A,,,,,,
451,VAN AU Equity,VANGO MINING LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,0.34,0.09,0.57,0.14,0.026,0.029,0.1,0.016,0.005,0.003,0.006,0.051,0.06,0.24,0.165,0.1,#N/A,,,,,,
452,OSL AU Equity,ONCOSIL MEDICAL LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.16,0.18,0.09,0.037,0.036,0.04,0.022,0.043,0.1,0.1,0.14,0.097,0.23,0.053,0.115,#N/A,,,,,,
453,CYP AU Equity,CYNATA THERAPEUTICS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.06,0.045,0.086,0.032,0.005,0.01,0.4,0.925,0.31,0.61,1.37,1.245,0.61,#N/A,,,,,,
454,BDC AU Equity,BARDOC GOLD LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.225,0.125,0.09,0.165,0.079,0.012,0.01,0.01,0.042,0.135,0.087,0.053,0.083,#N/A,,,,,,
455,EVS AU Equity,ENVIROSUITE LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.43,0.395,0.135,0.034,0.03,0.048,0.062,0.082,0.091,0.067,0.051,0.115,0.145,#N/A,,,,,,
456,LAU AU Equity,LINDSAY AUSTRALIA LTD,AUD,0.31,0.26,0.54,0.225,0.315,0.165,0.16,0.26,0.18,0.2,0.185,0.18,0.17,0.175,0.34,0.45,0.475,0.375,0.38,0.345,0.35,#N/A,,,,,,
457,ISU AU Equity,ISELECT LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.7,1.15,1.44,1.245,2.01,0.815,0.615,0.205,#N/A,,,,,,
458,SVL AU Equity,SILVER MINES LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.19,0.1,0.039,0.085,0.22,0.054,0.012,0.004,0.003,0.17,0.125,0.039,0.052,0.105,#N/A,,,,,,
459,SPX AU Equity,SPECTRUM METALS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.5,0.1,0.095,0.07,0.22,0.12,0.035,0.048,0.006,0.005,0.006,0.009,0.023,#N/A,#N/A,,,,,,
460,BID AU Equity,BIDENERGY LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.185,0.1,0.006,0.004,0.004,0.006,0.022,0.053,0.74,0.615,#N/A,,,,,,
461,GAS AU Equity,STATE GAS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.155,0.65,0.37,#N/A,,,,,,
462,NMT AU Equity,NEOMETALS LTD,AUD,#N/A,#N/A,#N/A,0.18,0.24,0.22,0.525,0.465,1.03,0.24,0.6,0.505,0.205,0.036,0.018,0.091,0.45,0.27,0.3,0.21,0.16,#N/A,,,,,,
463,GRB AU Equity,GAGE ROADS BREWING CO,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.205,0.07,0.068,0.068,0.06,0.055,0.19,0.145,0.038,0.051,0.036,0.095,0.093,0.058,#N/A,,,,,,
464,ORR AU Equity,ORECORP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.165,0.09,0.057,0.05,0.31,0.38,0.18,0.22,0.4,#N/A,,,,,,
465,ZNO AU Equity,ZOONO GROUP LTD,AUD,0.088,0.04,0.04,0.025,0.034,0.023,0.033,0.1,0.06,0.021,0.021,0.026,0.011,0.006,0.002,0.001,0.042,0.165,0.13,0.095,2.6,#N/A,,,,,,
466,TNG AU Equity,TNG LTD,AUD,0.265,0.2,0.16,0.155,0.1,0.23,0.2,1.085,0.091,0.041,0.044,0.071,0.068,0.051,0.185,0.155,0.13,0.145,0.125,0.105,0.062,#N/A,,,,,,
467,SFX AU Equity,SHEFFIELD RESOURCES LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.27,0.34,0.365,0.86,0.48,0.41,0.53,0.785,0.36,0.125,#N/A,,,,,,
468,NWF AU Equity,NEWFIELD RESOURCES LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.265,0.29,0.28,0.89,0.395,0.35,0.17,0.215,0.2,#N/A,,,,,,
469,WJA AU Equity,WAMEJA LTD,AUD,#N/A,0.55,0.25,0.1,0.245,0.92,0.6,0.97,0.82,0.455,0.6,0.725,0.2,0.515,0.66,0.12,0.1,0.19,0.08,0.084,#N/A,#N/A,,,,,,
470,AML AU Equity,AEON METALS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.21,0.1,0.039,0.275,0.29,0.068,0.21,0.135,0.08,0.082,0.155,0.355,0.22,0.085,#N/A,,,,,,
471,IMM AU Equity,IMMUTEP LTD,AUD,0.078,0.079,0.455,0.27,0.175,0.105,0.066,0.026,0.01,0.05,0.105,0.29,0.115,0.068,0.04,0.063,0.041,0.028,0.031,0.025,0.155,#N/A,,,,,,
472,MAU AU Equity,MAGNETIC RESOURCES NL,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.275,0.05,0.093,0.39,0.15,0.074,0.095,0.16,0.08,0.058,0.07,0.14,0.42,1.28,#N/A,,,,,,
473,CYG AU Equity,COVENTRY GROUP LTD,AUD,3.64,3.75,3.4699999999999998,5,5.72,5.8,4.2,4.5,1.9100000000000001,0.91,1.85,2.3,2.65,2.7,2.8,1.5,1.055,0.6,1.35,0.91,0.6,#N/A,,,,,,
474,SDI AU Equity,SDI LTD,AUD,0.43,0.71,2.93,5.8100000000000005,8.76,0.75,0.63,0.475,0.17,0.225,0.18,0.175,0.105,0.51,0.43,0.5,0.52,0.58,0.515,0.885,0.705,#N/A,,,,,,
475,AVZ AU Equity,AVZ MINERALS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.13,0.09,0.07,0.145,0.026,0.006,0.006,0.008,0.012,0.035,0.105,0.051,0.052,#N/A,,,,,,
476,OVH AU Equity,ONEVUE HOLDINGS LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.39,0.605,0.6,0.8,0.415,0.37,#N/A,,,,,,
477,TRS AU Equity,REJECT SHOP LTD/THE,AUD,#N/A,#N/A,#N/A,#N/A,1.99,2.99,6,12.8,9.5,11.62,16.42,11.66,9.15,17.19,8.82,5.4,12.45,4.16,5.68,1.83,7.46,#N/A,,,,,,
478,CTP AU Equity,CENTRAL PETROLEUM LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.11,0.215,0.265,0.08,0.062,0.052,0.093,0.073,0.32,0.14,0.098,0.135,0.145,0.135,0.081,#N/A,,,,,,
479,MYE AU Equity,MASTERMYNE GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.97,1.42,2.1,0.7,0.455,0.16,0.11,0.31,1.08,0.93,0.65,#N/A,,,,,,
480,RHT AU Equity,RESONANCE HEALTH LTD,AUD,0.229,0.06,0.06,0.008,0.105,0.14,0.022,0.016,0.01,0.014,0.017,0.017,0.012,0.01,0.04,0.042,0.017,0.024,0.024,0.105,0.15,#N/A,,,,,,
481,ARU AU Equity,ARAFURA RESOURCES LTD,AUD,#N/A,#N/A,#N/A,#N/A,0.145,0.16,0.36,1.685,0.83,0.695,0.42,0.73,0.225,0.081,0.058,0.051,0.048,0.056,0.088,0.105,0.057,#N/A,,,,,,
482,ZEN AU Equity,ZENITH ENERGY LTD/AU,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.505,0.945,0.52,#N/A,#N/A,,,,,,
483,KCN AU Equity,KINGSGATE CONSOLIDATED LTD,AUD,0.7,0.89,2.5,2.94,3.51,2.84,5.14,5.55,5.23,6.7,9.47,8,4.85,1.2650000000000001,0.86,0.695,0.41,0.2,0.28,0.245,0.4,#N/A,,,,,,
484,AHQ AU Equity,ALLEGIANCE COAL LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.1,0.012,0.007,0.008,0.004,0.028,0.042,0.073,0.069,#N/A,,,,,,
485,PLL AU Equity,PIEDMONT LITHIUM LTD,AUD,1.8,1.53,0.75,0.4,0.335,0.015,0.055,0.135,0.082,0.031,0.057,0.06,0.041,0.047,0.027,0.012,0.02,0.078,0.19,0.16,0.085,#N/A,,,,,,
486,TWD AU Equity,TAMAWOOD LTD,AUD,#N/A,0.6,0.85,1.43,2,1.42,1.58,2.15,2.29,1.81,2.44,2.2800000000000002,1.925,2.45,3.18,3.48,3.1,3.69,4,3.61,2.52,#N/A,,,,,,
487,CYC AU Equity,CYCLOPHARM LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.235,0.1,0.11,0.081,0.04,0.17,0.25,0.28,0.52,0.91,0.95,1.105,1.18,#N/A,#N/A,,,,,,
488,BCT AU Equity,BLUECHIIP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.15,0.26,0.165,0.041,0.046,0.022,0.028,0.054,0.078,0.049,#N/A,,,,,,
489,GDG AU Equity,GENERATION DEVELOPMENT GROUP,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.55,0.3,0.15,0.11,0.11,0.165,0.23,0.43,0.46,0.66,1.16,0.525,0.645,#N/A,,,,,,
490,SPZ AU Equity,SMART PARKING LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.14,0.093,0.285,0.27,0.18,0.098,0.096,#N/A,,,,,,
491,BRI AU Equity,BIG RIVER INDUSTRIES LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.78,1.8,1.12,1.495,#N/A,,,,,,
492,OEL AU Equity,OTTO ENERGY LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,0.19,0.15,0.325,0.44,0.077,0.075,0.088,0.093,0.073,0.092,0.068,0.044,0.025,0.065,0.054,0.007,#N/A,,,,,,
493,CUE AU Equity,CUE ENERGY RESOURCES LTD,AUD,0.042,0.076,0.051,0.047,0.065,0.38,0.19,0.175,0.225,0.145,0.25,0.265,0.18,0.11,0.115,0.076,0.081,0.055,0.057,0.083,0.095,#N/A,,,,,,
494,GNX AU Equity,GENEX POWER LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.155,0.24,0.3,0.255,0.205,#N/A,,,,,,
495,OCC AU Equity,ORTHOCELL LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.32,0.29,0.36,0.32,0.51,0.315,#N/A,,,,,,
496,CAN AU Equity,CANN GROUP LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.625,3.5,1.96,0.79,#N/A,,,,,,
497,MCA AU Equity,MURRAY COD AUSTRALIA LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.12,0.065,0.055,0.105,0.05,0.062,0.059,0.072,0.2,0.125,#N/A,,,,,,
498,GSW AU Equity,GETSWIFT LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.94,0.36,0.2,0.68,#N/A,,,,,,
499,PPG AU Equity,PRO-PAC PACKAGING LTD,AUD,#N/A,#N/A,#N/A,#N/A,#N/A,0.425,0.285,0.36,0.41,0.165,0.31,0.32,0.5,0.43,0.48,0.435,0.445,0.395,0.37,0.115,0.175,#N/A,,,,,,
500,ERA AU Equity,ENERGY RESOURCES OF AUST,AUD,2.31,1.94,1.71,3.4,6.59,9.86,20.8,19.5,19,23.89,11.13,1.225,1.27,1.26,1.3,0.36,0.435,0.91,0.245,0.165,#N/A,#N/A,,,,,,
