Num,Ticker,Name,FY Report Month,Data FX,"Begin 
Year",Sector,BICS Name,BICS 1,BICS 2,BICS 3,BICS 4
452,OSL AU Equity,ONCOSIL MEDICAL LTD,2019-06-30 00:00:00,AUD,2006,Health Care Facilities,Health Care Services,Health Care,Health Care Facilities & Svcs,Health Care Services,#N/A
453,CYP AU Equity,CYNATA THERAPEUTICS LTD,2019-06-30 00:00:00,AUD,2008,Consumer Products,Other Personal Care Products,Consumer Staples,Consumer Products,Household Products,Personal Care Products
454,BDC AU Equity,BARDOC GOLD LTD,2019-06-30 00:00:00,AUD,2008,Precious Metals,Gold Mining,Materials,Metals & Mining,Precious Metal Mining,Gold Mining
455,EVS AU Equity,ENVIROSUITE LTD,2019-06-30 00:00:00,AUD,2008,Commercial Services,Environ Consulting Services,Industrials,Waste & Environ Svcs & Equip,Environ Engineer & Consulting,Environ Consulting Services
456,LAU AU Equity,LINDSAY AUSTRALIA LTD,2019-06-30 00:00:00,AUD,2000,Transport & Logistics,Trucking,Industrials,Transportation & Logistics,Trucking,#N/A
457,ISU AU Equity,ISELECT LTD,2019-06-30 00:00:00,AUD,2013,Internet Based Services,Price & Svc Comparison Web,Communications,Media,Internet Based Services,Price & Svc Comparison Web
458,SVL AU Equity,SILVER MINES LTD,2019-06-30 00:00:00,AUD,2007,Precious Metals,Silver Mining,Materials,Metals & Mining,Precious Metal Mining,Silver Mining
459,SPX AU Equity,SPECTRUM METALS LTD,2019-06-30 00:00:00,AUD,2007,Base Metals,Other Mined Minerals,Materials,Metals & Mining,Other Mined Minerals,#N/A
460,BID AU Equity,BIDENERGY LTD,2019-06-30 00:00:00,AUD,2011,Technology,Application Software,Technology,Software,Application Software,#N/A
461,GAS AU Equity,STATE GAS LTD,2019-06-30 00:00:00,AUD,2018,Energy,Crude Oil & Natural Gas E&P,Energy,"Oil, Gas & Coal",Exploration & Production,Crude Oil & Natural Gas E&P
462,NMT AU Equity,NEOMETALS LTD,2019-06-30 00:00:00,AUD,2003,Base Metals,Base Metals,Materials,Metals & Mining,Base Metals,#N/A
463,GRB AU Equity,GAGE ROADS BREWING CO,2019-06-30 00:00:00,AUD,2007,Consumer Products,Brewers,Consumer Staples,Consumer Products,Beverages,Alcoholic Beverages
464,ORR AU Equity,ORECORP LTD,2019-06-30 00:00:00,AUD,2012,Precious Metals,Gold Mining,Materials,Metals & Mining,Precious Metal Mining,Gold Mining
465,ZNO AU Equity,ZOONO GROUP LTD,2019-06-30 00:00:00,AUD,2000,Industrials,Specialty Chemicals,Materials,Chemicals,Specialty Chemicals,#N/A
466,TNG AU Equity,TNG LTD,2019-06-30 00:00:00,AUD,2000,Precious Metals,Gold Mining,Materials,Metals & Mining,Precious Metal Mining,Gold Mining
467,SFX AU Equity,SHEFFIELD RESOURCES LTD,2019-06-30 00:00:00,AUD,2011,Base Metals,Other Chemicals & Minerals,Materials,Metals & Mining,Other Mined Minerals,Other Chemicals & Minerals
468,NWF AU Equity,NEWFIELD RESOURCES LTD,2019-06-30 00:00:00,AUD,2012,Precious Metals,Precious Metal Mining,Materials,Metals & Mining,Precious Metal Mining,#N/A
469,WJA AU Equity,WAMEJA LTD,2019-12-31 00:00:00,AUD,2001,Specialty Finance,Payment Services,Financials,Specialty Finance,Consumer Finance,Credit & Debit
470,AML AU Equity,AEON METALS LTD,2019-06-30 00:00:00,AUD,2007,Base Metals,Base Metals,Materials,Metals & Mining,Base Metals,#N/A
471,IMM AU Equity,IMMUTEP LTD,2019-06-30 00:00:00,AUD,2000,Biotechnology,Early Commercial Biotech,Health Care,Biotech & Pharma,Biotech,Early Commercial Biotech
472,MAU AU Equity,MAGNETIC RESOURCES NL,2019-06-30 00:00:00,AUD,2007,Base Metals,Other Metals,Materials,Metals & Mining,Base Metals,Other Metals
473,CYG AU Equity,COVENTRY GROUP LTD,2019-06-30 00:00:00,AUD,2000,Commercial Services,Industrial Equip & Supplies Distr,Industrials,Industrial Services,Industrial Distribution & Rental,Industrial Supplies Distributors
474,SDI AU Equity,SDI LTD,2019-06-30 00:00:00,AUD,2000,Medical Equipment & Devices,Dental Equipment,Health Care,Medical Equipment & Devices,Medical Equipment,Dental Equipment
475,AVZ AU Equity,AVZ MINERALS LTD,2019-06-30 00:00:00,AUD,2008,Base Metals,Lithium,Materials,Metals & Mining,Other Mined Minerals,Lithium
476,OVH AU Equity,ONEVUE HOLDINGS LTD,2019-06-30 00:00:00,AUD,2015,Asset Management,Financial Plan & Invst Advisory,Financials,Asset Management,Wealth Management,Financial Plan & Invst Advisory
477,TRS AU Equity,REJECT SHOP LTD/THE,2019-06-30 00:00:00,AUD,2004,Discretionary Retail,Mid-Tier Department Stores,Consumer Discretionary,Retail - Discretionary,Department Stores,Mid-Tier Department Stores
478,CTP AU Equity,CENTRAL PETROLEUM LTD,2019-06-30 00:00:00,AUD,2006,Energy,Crude Oil Production,Energy,"Oil, Gas & Coal",Exploration & Production,Crude Oil & Natural Gas E&P
479,MYE AU Equity,MASTERMYNE GROUP LTD,2019-06-30 00:00:00,AUD,2010,Mining Services,Coal Support Services,Materials,Metals & Mining,Mining Services,Coal Support Services
480,RHT AU Equity,RESONANCE HEALTH LTD,2019-06-30 00:00:00,AUD,2000,Medical Equipment & Devices,Cardiovascular Devices,Health Care,Medical Equipment & Devices,Medical Devices,Cardiovascular Devices
481,ARU AU Equity,ARAFURA RESOURCES LTD,2019-06-30 00:00:00,AUD,2004,Base Metals,Base Metals,Materials,Metals & Mining,Base Metals,#N/A
482,ZEN AU Equity,ZENITH ENERGY LTD/AU,2019-06-30 00:00:00,AUD,2017,Utilities,Power Generation,Utilities,Utilities,Power Generation,#N/A
483,KCN AU Equity,KINGSGATE CONSOLIDATED LTD,2019-06-30 00:00:00,AUD,2000,Precious Metals,Precious Metal Mining,Materials,Metals & Mining,Precious Metal Mining,#N/A
484,AHQ AU Equity,ALLEGIANCE COAL LTD,2019-06-30 00:00:00,AUD,2012,Energy,Coal Operations,Energy,"Oil, Gas & Coal",Coal Operations,#N/A
485,PLL AU Equity,PIEDMONT LITHIUM LTD,2019-06-30 00:00:00,AUD,2001,Precious Metals,Lithium,Materials,Metals & Mining,Other Mined Minerals,Lithium
486,TWD AU Equity,TAMAWOOD LTD,2019-06-30 00:00:00,AUD,2001,Industrials,Building Sub Contractors,Industrials,Engineering & Construction Svcs,Building Sub Contractors,#N/A
487,CYC AU Equity,CYCLOPHARM LTD,2019-12-31 00:00:00,AUD,2007,Medical Equipment & Devices,Imaging Equipment,Health Care,Medical Equipment & Devices,Medical Equipment,Radiation Equipment
488,BCT AU Equity,BLUECHIIP LTD,2019-06-30 00:00:00,AUD,2011,Technology,Other Hardware,Technology,Hardware,Other Hardware,#N/A
489,GDG AU Equity,GENERATION DEVELOPMENT GROUP,2019-06-30 00:00:00,AUD,2008,Asset Management,Investment Companies,Financials,Asset Management,Investment Companies,#N/A
490,SPZ AU Equity,SMART PARKING LTD,2019-06-30 00:00:00,AUD,2014,Industrials,Process Automation Controls,Industrials,Electrical Equipment,Industrial Automation Controls,Process Automation Controls
491,BRI AU Equity,BIG RIVER INDUSTRIES LTD,2019-06-30 00:00:00,AUD,2017,Discretionary Retail,Building Materials Dealers,Consumer Discretionary,Retail - Discretionary,Home Products Stores,Building Materials Dealers
492,OEL AU Equity,OTTO ENERGY LTD,2019-06-30 00:00:00,AUD,2005,Energy,Exploration & Production,Energy,"Oil, Gas & Coal",Exploration & Production,#N/A
493,CUE AU Equity,CUE ENERGY RESOURCES LTD,2019-06-30 00:00:00,AUD,2004,Energy,Exploration & Production,Energy,"Oil, Gas & Coal",Exploration & Production,#N/A
494,GNX AU Equity,GENEX POWER LTD,2019-06-30 00:00:00,AUD,2016,Utilities,Power Generation,Utilities,Utilities,Power Generation,#N/A
495,OCC AU Equity,ORTHOCELL LTD,2019-06-30 00:00:00,AUD,2015,Biotechnology,Development Stage Biotech,Health Care,Biotech & Pharma,Biotech,Development Stage Biotech
496,CAN AU Equity,CANN GROUP LTD,2019-06-30 00:00:00,AUD,2018,Pharmaceutical,Specialty Pharma,Health Care,Biotech & Pharma,Specialty Pharma,#N/A
497,MCA AU Equity,MURRAY COD AUSTRALIA LTD,2019-06-30 00:00:00,AUD,2011,Agriculture,Other Aquaculture,Consumer Staples,Consumer Products,Agricultural Producers,Aquaculture Fishing
498,GSW AU Equity,GETSWIFT LTD,2019-06-30 00:00:00,AUD,2017,Technology,Software as a Service (SaaS),Technology,Software,Application Software,Specialty Software
499,PPG AU Equity,PRO-PAC PACKAGING LTD,2019-06-30 00:00:00,AUD,2005,Industrials,Plastic Containers & Packaging,Materials,Containers & Packaging,Containers & Packaging,Plastic Containers & Packaging
500,ERA AU Equity,ENERGY RESOURCES OF AUST,2019-12-31 00:00:00,AUD,2000,Base Metals,Uranium,Materials,Metals & Mining,Base Metals,Uranium
